CBSeg2003,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
CB1TF ,404173,BAY661,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/18/2015,11:30:00,6,,,0.5,S ,D,S1,CHLA,,2.35,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,404174,BAY661,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/18/2015,10:52:00,7,,,6,B ,D,S1,CHLA,,2.136,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,414567,BAY661,SWM,CMON,MDDNR,MDDNR,XKH0375,11/19/2015,10:45:00,0.8,,,0.5,BS,D,S1,CHLA,,4.058,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,419823,BAY668,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/16/2016,11:08:00,7,,,0.5,S ,D,S1,CHLA,,7.832,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419845,BAY670,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/13/2016,10:56:00,6,,,0.5,S ,D,S1,CHLA,,22.962,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,421692,BAY678,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/10/2016,10:49:00,6.5,,,0.5,S ,D,S1,CHLA,,17.729,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419934,BAY676,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/13/2016,11:03:00,6.5,,,5,B ,D,S1,CHLA,,6.408,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419822,BAY668,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/16/2016,11:48:00,5.5,,,4,B ,D,S1,CHLA,,3.418,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419822,BAY668,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/16/2016,11:48:00,5.5,,,0.5,S ,D,S1,CHLA,,2.99,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,420680,BAY670,SWM,CMON,MDDNR,MDDNR,XKH0375,4/14/2016,10:45:00,0.7,,,0.4,BS,D,S1,CHLA,,8.544,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,421690,BAY678,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/10/2016,11:25:00,6,,,5,B ,D,S1,CHLA,,2.35,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,421690,BAY678,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/10/2016,11:25:00,6,,,0.5,S ,D,S1,CHLA,,10.146,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,404174,BAY661,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/18/2015,10:52:00,7,,,0.5,S ,D,S1,CHLA,,1.922,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,414568,BAY661,SWM,CMON,MDDNR,MDDNR,XKH2555,11/19/2015,12:00:00,5.5,,,1,BS,D,S1,CHLA,,3.418,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,419845,BAY670,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/13/2016,10:56:00,6,,,5,B ,D,S1,CHLA,,20.826,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419934,BAY676,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/13/2016,11:03:00,6.5,,,0.5,S ,D,S1,CHLA,,15.219,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419823,BAY668,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/16/2016,11:08:00,7,,,6,B ,D,S1,CHLA,,9.256,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,421692,BAY678,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/10/2016,10:49:00,6.5,,,5,B ,D,S1,CHLA,,5.981,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,425037,BAY684,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/16/2016,11:14:00,6.5,,,5,B ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,425799,BAY678,SWM,CMON,MDDNR,MDDNR,XKH0375,8/3/2016,8:45:00,1.2,,,0.9,BS,D,S1,CHLA,,2.243,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,444579,BAY692,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/21/2017,16:36:00,6.5,,,0.5,S ,D,S1,CHLA,,1.526,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444580,BAY692,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/21/2017,16:02:00,7,,,0.5,S ,D,S1,CHLA,,2.99,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,425037,BAY684,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/16/2016,11:14:00,6.5,,,0.5,S ,D,S1,CHLA,,1.282,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,425038,BAY684,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/16/2016,10:38:00,7,,,6,B ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,425038,BAY684,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/16/2016,10:38:00,7,,,0.5,S ,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444580,BAY692,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/21/2017,16:02:00,7,,,6,B ,D,S1,CHLA,,2.35,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444579,BAY692,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/21/2017,16:36:00,6.5,,,5,B ,D,S1,CHLA,,1.831,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,425877,BAY682,SWM,CMON,MDDNR,MDDNR,XKH0375,10/12/2016,8:30:00,1,,,0.7,BS,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,425878,BAY682,SWM,CMON,MDDNR,MDDNR,XKH2555,10/12/2016,10:00:00,5.1,,,1,BS,D,S1,CHLA,,4.005,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444780,BAY710,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/15/2017,11:00:00,6.5,,,0.5,S ,D,S1,CHLA,,3.845,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444794,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2017,12:20:00,7,,,6,B ,D,S1,CHLA,,2.99,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444794,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2017,12:20:00,7,,,0.5,S ,D,S1,CHLA,,4.058,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444796,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2017,11:42:00,6.4,,,5,B ,D,S1,CHLA,,6.194,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447628,BAY703,SWM,CMON,MDDNR,MDDNR,XKH0375,8/21/2017,11:15:00,1.2,,,0.9,BS,D,S1,CHLA,,2.136,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,449210,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/6/2018,10:53:00,6.5,,,5,B ,D,S1,CHLA,,39.516,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,451738,BAY733,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/30/2018,9:51:00,6.5,,,5,B ,D,S1,CHLA,,2.67,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447874,BAY713,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/26/2018,15:37:00,7,,,6,B ,D,S1,CHLA,,1.424,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447874,BAY713,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/26/2018,15:37:00,7,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449208,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/6/2018,11:26:00,5.5,,,4,B ,D,S1,CHLA,,21.894,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449210,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/6/2018,10:53:00,6.5,,,0.5,S ,D,S1,CHLA,,36.668,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,451738,BAY733,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/30/2018,9:51:00,6.5,,,0.5,S ,D,S1,CHLA,,1.602,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,451739,BAY733,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/30/2018,10:20:00,6,,,5,B ,D,S1,CHLA,,1.602,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,451739,BAY733,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/30/2018,10:20:00,6,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453607,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/8/2018,10:35:00,,,,5,B ,D,S1,CHLA,,5.34,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444796,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2017,11:42:00,6.4,,,0.5,S ,D,S1,CHLA,,16.234,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447629,BAY703,SWM,CMON,MDDNR,MDDNR,XKH2555,8/21/2017,13:00:00,5,,,1,BS,D,S1,CHLA,,5.126,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,449208,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/6/2018,11:26:00,5.5,,,0.5,S ,D,S1,CHLA,,23.763,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453605,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/8/2018,11:10:00,5.5,,,4,B ,D,S1,CHLA,,9.078,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453607,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/8/2018,10:35:00,,,,0.5,S ,D,S1,CHLA,,9.078,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,454938,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/17/2019,11:42:00,6.5,,,0.5,S ,D,S1,CHLA,,0.641,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444780,BAY710,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/15/2017,11:00:00,6.5,,,5,B ,D,S1,CHLA,,4.272,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461376,BAY751,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/28/2019,11:21:00,6.3,,,0.5,S ,D,S1,CHLA,,20.719,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,454937,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB1.1,1/17/2019,12:14:00,5.5,,,4,B ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.54794,-76.08481,T3
CB1TF ,454937,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB1.1,1/17/2019,12:14:00,5.5,,,0.5,S ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.54794,-76.08481,T3
CB1TF ,461378,BAY751,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/28/2019,10:28:00,6.3,,,5,B ,D,S1,CHLA,,2.777,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461044,BAY746,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/6/2019,10:37:00,6,,,0.5,S ,D,S1,CHLA,,6.408,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461046,BAY746,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/6/2019,10:05:00,6.5,,,5,B ,D,S1,CHLA,,9.612,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461378,BAY751,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/28/2019,10:28:00,6.3,,,0.5,S ,D,S1,CHLA,,6.622,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453605,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/8/2018,11:10:00,5.5,,,0.5,S ,D,S1,CHLA,,9.612,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461046,BAY746,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/6/2019,10:05:00,6.5,,,0.5,S ,D,S1,CHLA,,9.256,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461376,BAY751,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/28/2019,11:21:00,6.3,,,5,B ,D,S1,CHLA,,4.699,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,454938,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/17/2019,11:42:00,6.5,,,5,B ,D,S1,CHLA,,0.641,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461044,BAY746,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/6/2019,10:37:00,6,,,5,B ,D,S1,CHLA,,3.845,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,0.5,S ,D,S1,CHLA,,9.398,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,6,B ,D,S1,CHLA,,4.699,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,5,B ,D,S1,CHLA,,3.631,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,0.5,S ,D,S1,CHLA,,6.052,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423000,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/19/2016,11:18:00,6,,,5,B ,D,S1,CHLA,,2.777,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,423086,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/21/2016,11:31:00,5.5,,,0.5,S ,D,S1,CHLA,,4.405,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444634,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/28/2017,11:21:00,5.5,,,4,B ,D,S1,CHLA,,3.738,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,423086,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/21/2016,11:31:00,5.5,,,4,B ,D,S1,CHLA,,4.058,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,425800,BAY679,SWM,CMON,MDDNR,MDDNR,XKH0375,8/18/2016,9:45:00,1.1,,,0.8,BS,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,1,BS,D,S1,CHLA,,11.748,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,0.5,S ,D,S1,CHLA,,11.392,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444635,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2017,11:09:00,7,,,6,B ,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423000,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/19/2016,11:18:00,6,,,0.5,S ,D,S1,CHLA,,5.66,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,423001,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/19/2016,10:38:00,6.5,,,0.5,S ,D,S1,CHLA,,10.894,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423087,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/21/2016,10:54:00,6.5,,,5,B ,D,S1,CHLA,,1.869,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423087,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/21/2016,10:54:00,6.5,,,0.5,S ,D,S1,CHLA,,10.68,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444677,BAY700,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/12/2017,11:18:00,5.5,,,4,B ,D,S1,CHLA,,3.56,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,423001,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/19/2016,10:38:00,6.5,,,5,B ,D,S1,CHLA,,2.136,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,427187,BAY680,SWM,CMON,MDDNR,MDDNR,XKH0375,9/15/2016,9:45:00,0.9,,,0.6,BS,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.5053,-76.0414,T3
CB1TF ,427188,BAY680,SWM,CMON,MDDNR,MDDNR,XKH2555,9/15/2016,10:00:00,5.1,,,1,BS,D,S1,CHLA,,7.476,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,5,B ,D,S1,CHLA,,7.832,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444634,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/28/2017,11:21:00,5.5,,,0.5,S ,D,S1,CHLA,,5.981,UG/L,L01 ,CBL,JJ,,,,39.54794,-76.08481,T3
CB1TF ,444679,BAY700,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/12/2017,10:40:00,7,,,0.5,S ,D,S1,CHLA,,4.272,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447565,BAY698,SWM,CMON,MDDNR,MDDNR,XKH0375,6/8/2017,9:45:00,1.4,,,1.1,BS,D,S1,CHLA,,18.583,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,444635,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2017,11:09:00,7,,,0.5,S ,D,S1,CHLA,,3.56,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444636,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/28/2017,10:44:00,6.5,,,5,B ,D,S1,CHLA,,8.811,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444636,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/28/2017,10:44:00,6.5,,,0.5,S ,D,S1,CHLA,,7.476,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444679,BAY700,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/12/2017,10:40:00,7,,,6,B ,D,S1,CHLA,,4.806,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447678,BAY701,SWM,CMON,MDDNR,MDDNR,XKH0375,7/17/2017,9:30:00,0.8,,,0.5,BS,D,S1,CHLA,,0.687,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,6,B ,D,S1,CHLA,,2.563,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,0.5,S ,D,S1,CHLA,,2.563,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449614,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/11/2018,11:12:00,5.5,,,4,B ,D,S1,CHLA,,6.408,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449614,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/11/2018,11:12:00,5.5,,,0.5,S ,D,S1,CHLA,,,UG/L,L01 ,CBL,A ,,,,39.54794,-76.08481,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,6,B ,D,S1,CHLA,,8.9,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,0.5,S ,D,S1,CHLA,,5.34,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449209,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/27/2018,11:02:00,6.5,,,0.5,S ,D,S1,CHLA,,5.607,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449615,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/27/2018,12:51:00,6,,,5,B ,D,S1,CHLA,,3.56,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449615,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/27/2018,12:51:00,6,,,0.5,S ,D,S1,CHLA,,5.34,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449616,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/11/2018,10:31:00,6.5,,,0.5,S ,D,S1,CHLA,,8.33,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447679,BAY701,SWM,CMON,MDDNR,MDDNR,XKH2555,7/17/2017,10:00:00,4.7,,,1,BS,D,S1,CHLA,,6.408,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444677,BAY700,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/12/2017,11:18:00,5.5,,,0.5,S ,D,S1,CHLA,,4.628,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447566,BAY698,SWM,CMON,MDDNR,MDDNR,XKH2555,6/8/2017,9:00:00,5.7,,,1,BS,D,S1,CHLA,,7.69,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,449209,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/27/2018,11:02:00,6.5,,,5,B ,D,S1,CHLA,,4.539,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,460411,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/22/2019,11:41:00,5,,,0.5,S ,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,6,B ,D,S1,CHLA,,1.495,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,6,B ,D,S1,CHLA,,1.246,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,460952,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/20/2019,12:10:00,6,,,0.5,S ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,6,B ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,460967,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/11/2019,11:52:00,6,,,0.5,S ,D,S1,CHLA,,1.424,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,0.5,S ,D,S1,CHLA,,1.335,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,460966,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/11/2019,12:35:00,6,,,5,B ,D,S1,CHLA,,1.922,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,460966,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/11/2019,12:35:00,6,,,0.5,S ,D,S1,CHLA,,1.922,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,0.5,S ,D,S1,CHLA,,1.495,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461245,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/13/2019,11:00:00,5.5,,,4,B ,D,S1,CHLA,,1.495,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,462079,BAY738,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/14/2019,10:48:00,7,,,6,B ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.44149,-76.02599,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,5,B ,D,S1,CHLA,,2.136,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,462078,BAY738,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/14/2019,11:24:00,5.5,,,0.5,S ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.54794,-76.08481,T3
